grappe	hhweight	hid	department	admin2
127	734	12714	Tahoua	Tahoua
127	734	12716	Tahoua	Tahoua
127	734	12717	Tahoua	Tahoua
128	736	12801	Tahoua	Tahoua
128	736	12802	Tahoua	Tahoua
128	736	12803	Tahoua	Tahoua
128	736	12804	Tahoua	Tahoua
128	736	12805	Tahoua	Tahoua
128	736	12806	Tahoua	Tahoua
128	736	12807	Tahoua	Tahoua
128	736	12808	Tahoua	Tahoua
128	736	12809	Tahoua	Tahoua
128	736	12810	Tahoua	Tahoua
128	736	12811	Tahoua	Tahoua
128	736	12812	Tahoua	Tahoua
128	736	12813	Tahoua	Tahoua
128	736	12814	Tahoua	Tahoua
128	736	12815	Tahoua	Tahoua
128	736	12816	Tahoua	Tahoua
128	736	12817	Tahoua	Tahoua
128	736	12818	Tahoua	Tahoua
129	773	12901	Tahoua	Tahoua
129	773	12902	Tahoua	Tahoua
129	773	12903	Tahoua	Tahoua
129	773	12904	Tahoua	Tahoua
129	773	12905	Tahoua	Tahoua
129	773	12906	Tahoua	Tahoua
129	773	12907	Tahoua	Tahoua
129	773	12908	Tahoua	Tahoua
129	773	12909	Tahoua	Tahoua
129	773	12910	Tahoua	Tahoua
129	773	12911	Tahoua	Tahoua
129	773	12912	Tahoua	Tahoua
129	773	12916	Tahoua	Tahoua
129	773	12917	Tahoua	Tahoua
129	773	12918	Tahoua	Tahoua
130	583	13001	Tahoua	Tahoua
130	583	13002	Tahoua	Tahoua
130	583	13004	Tahoua	Tahoua
130	583	13005	Tahoua	Tahoua
130	583	13006	Tahoua	Tahoua
130	583	13007	Tahoua	Tahoua
130	583	13008	Tahoua	Tahoua
130	583	13010	Tahoua	Tahoua
130	583	13011	Tahoua	Tahoua
131	599	13101	Tahoua	Tahoua
131	599	13102	Tahoua	Tahoua
131	599	13103	Tahoua	Tahoua
131	599	13104	Tahoua	Tahoua
131	599	13105	Tahoua	Tahoua
131	599	13106	Tahoua	Tahoua
131	599	13107	Tahoua	Tahoua
131	599	13108	Tahoua	Tahoua
131	599	13110	Tahoua	Tahoua
131	599	13111	Tahoua	Tahoua
131	599	13112	Tahoua	Tahoua
131	599	13113	Tahoua	Tahoua
131	599	13114	Tahoua	Tahoua
131	599	13115	Tahoua	Tahoua
131	599	13116	Tahoua	Tahoua
131	599	13117	Tahoua	Tahoua
132	537	13201	Keita	Keita
132	537	13202	Keita	Keita
132	537	13203	Keita	Keita
132	537	13204	Keita	Keita
132	537	13205	Keita	Keita
132	537	13206	Keita	Keita
132	537	13207	Keita	Keita
132	537	13208	Keita	Keita
132	537	13209	Keita	Keita
132	537	13210	Keita	Keita
132	537	13211	Keita	Keita
132	537	13212	Keita	Keita
132	537	13213	Keita	Keita
132	537	13214	Keita	Keita
132	537	13215	Keita	Keita
132	537	13217	Keita	Keita
132	537	13218	Keita	Keita
133	613	13301	Keita	Keita
133	613	13302	Keita	Keita
133	613	13303	Keita	Keita
133	613	13304	Keita	Keita
133	613	13305	Keita	Keita
133	613	13306	Keita	Keita
133	613	13308	Keita	Keita
133	613	13309	Keita	Keita
133	613	13311	Keita	Keita
133	613	13314	Keita	Keita
133	613	13315	Keita	Keita
133	613	13316	Keita	Keita
133	613	13318	Keita	Keita
134	559	13401	Keita	Keita
134	559	13403	Keita	Keita
134	559	13404	Keita	Keita
134	559	13405	Keita	Keita
134	559	13406	Keita	Keita
134	559	13408	Keita	Keita
134	559	13410	Keita	Keita
134	559	13411	Keita	Keita
134	559	13412	Keita	Keita
134	559	13413	Keita	Keita
134	559	13414	Keita	Keita
134	559	13415	Keita	Keita
134	559	13416	Keita	Keita
134	559	13417	Keita	Keita
134	559	13418	Keita	Keita
135	2904	13501	Tchin-Tabarade	Tchin-Tabarade
135	2904	13503	Tchin-Tabarade	Tchin-Tabarade
135	2904	13504	Tchin-Tabarade	Tchin-Tabarade
135	2904	13506	Tchin-Tabarade	Tchin-Tabarade
135	2904	13507	Tchin-Tabarade	Tchin-Tabarade
135	2904	13508	Tchin-Tabarade	Tchin-Tabarade
135	2904	13509	Tchin-Tabarade	Tchin-Tabarade
135	2904	13510	Tchin-Tabarade	Tchin-Tabarade
135	2904	13511	Tchin-Tabarade	Tchin-Tabarade
135	2904	13512	Tchin-Tabarade	Tchin-Tabarade
135	2904	13513	Tchin-Tabarade	Tchin-Tabarade
135	2904	13514	Tchin-Tabarade	Tchin-Tabarade
135	2904	13515	Tchin-Tabarade	Tchin-Tabarade
135	2904	13516	Tchin-Tabarade	Tchin-Tabarade
135	2904	13517	Tchin-Tabarade	Tchin-Tabarade
135	2904	13518	Tchin-Tabarade	Tchin-Tabarade
140	1353	14001	Tillabéry	Tillabéry
140	1353	14003	Tillabéry	Tillabéry
140	1353	14004	Tillabéry	Tillabéry
140	1353	14005	Tillabéry	Tillabéry
140	1353	14006	Tillabéry	Tillabéry
140	1353	14007	Tillabéry	Tillabéry
140	1353	14008	Tillabéry	Tillabéry
140	1353	14009	Tillabéry	Tillabéry
140	1353	14010	Tillabéry	Tillabéry
140	1353	14011	Tillabéry	Tillabéry
140	1353	14014	Tillabéry	Tillabéry
140	1353	14016	Tillabéry	Tillabéry
140	1353	14017	Tillabéry	Tillabéry
140	1353	14018	Tillabéry	Tillabéry
141	1775	14101	Kollo	Kollo
141	1775	14102	Kollo	Kollo
141	1775	14103	Kollo	Kollo
141	1775	14104	Kollo	Kollo
141	1775	14105	Kollo	Kollo
141	1775	14106	Kollo	Kollo
141	1775	14107	Kollo	Kollo
141	1775	14108	Kollo	Kollo
141	1775	14109	Kollo	Kollo
141	1775	14110	Kollo	Kollo
141	1775	14111	Kollo	Kollo
141	1775	14112	Kollo	Kollo
141	1775	14113	Kollo	Kollo
141	1775	14114	Kollo	Kollo
141	1775	14115	Kollo	Kollo
141	1775	14116	Kollo	Kollo
141	1775	14117	Kollo	Kollo
141	1775	14118	Kollo	Kollo
142	1307	14201	Kollo	Kollo
142	1307	14203	Kollo	Kollo
142	1307	14204	Kollo	Kollo
142	1307	14205	Kollo	Kollo
142	1307	14206	Kollo	Kollo
142	1307	14207	Kollo	Kollo
142	1307	14208	Kollo	Kollo
142	1307	14209	Kollo	Kollo
142	1307	14211	Kollo	Kollo
142	1307	14213	Kollo	Kollo
142	1307	14214	Kollo	Kollo
142	1307	14215	Kollo	Kollo
142	1307	14216	Kollo	Kollo
142	1307	14217	Kollo	Kollo
142	1307	14218	Kollo	Kollo
143	1752	14301	Kollo	Kollo
143	1752	14302	Kollo	Kollo
143	1752	14303	Kollo	Kollo
143	1752	14304	Kollo	Kollo
143	1752	14305	Kollo	Kollo
143	1752	14306	Kollo	Kollo
143	1752	14308	Kollo	Kollo
143	1752	14309	Kollo	Kollo
143	1752	14310	Kollo	Kollo
143	1752	14311	Kollo	Kollo
143	1752	14312	Kollo	Kollo
143	1752	14313	Kollo	Kollo
143	1752	14314	Kollo	Kollo
143	1752	14315	Kollo	Kollo
143	1752	14316	Kollo	Kollo
143	1752	14317	Kollo	Kollo
144	1615	14401	Say	Say
144	1615	14402	Say	Say
144	1615	14403	Say	Say
144	1615	14404	Say	Say
144	1615	14406	Say	Say
144	1615	14408	Say	Say
144	1615	14410	Say	Say
144	1615	14411	Say	Say
144	1615	14412	Say	Say
144	1615	14413	Say	Say
144	1615	14414	Say	Say
144	1615	14416	Say	Say
144	1615	14417	Say	Say
144	1615	14418	Say	Say
145	1844	14501	Téra	Téra
145	1844	14502	Téra	Téra
145	1844	14503	Téra	Téra
145	1844	14504	Téra	Téra
145	1844	14505	Téra	Téra
145	1844	14506	Téra	Téra
145	1844	14507	Téra	Téra
145	1844	14508	Téra	Téra
145	1844	14512	Téra	Téra
145	1844	14514	Téra	Téra
145	1844	14515	Téra	Téra
145	1844	14516	Téra	Téra
145	1844	14518	Téra	Téra
146	827	14601	Téra	Téra
146	827	14602	Téra	Téra
146	827	14603	Téra	Téra
146	827	14604	Téra	Téra
146	827	14605	Téra	Téra
146	827	14606	Téra	Téra
146	827	14607	Téra	Téra
146	827	14608	Téra	Téra
146	827	14609	Téra	Téra
146	827	14610	Téra	Téra
146	827	14611	Téra	Téra
146	827	14612	Téra	Téra
146	827	14613	Téra	Téra
146	827	14614	Téra	Téra
146	827	14615	Téra	Téra
146	827	14617	Téra	Téra
146	827	14618	Téra	Téra
147	443	14701	Tillabéry	Tillabéry
147	443	14702	Tillabéry	Tillabéry
147	443	14703	Tillabéry	Tillabéry
147	443	14704	Tillabéry	Tillabéry
147	443	14705	Tillabéry	Tillabéry
147	443	14706	Tillabéry	Tillabéry
147	443	14707	Tillabéry	Tillabéry
147	443	14708	Tillabéry	Tillabéry
147	443	14710	Tillabéry	Tillabéry
147	443	14711	Tillabéry	Tillabéry
147	443	14713	Tillabéry	Tillabéry
147	443	14715	Tillabéry	Tillabéry
147	443	14716	Tillabéry	Tillabéry
147	443	14718	Tillabéry	Tillabéry
148	948	14801	Filingué	Filingué
148	948	14803	Filingué	Filingué
148	948	14804	Filingué	Filingué
148	948	14805	Filingué	Filingué
148	948	14806	Filingué	Filingué
148	948	14807	Filingué	Filingué
148	948	14808	Filingué	Filingué
148	948	14809	Filingué	Filingué
148	948	14810	Filingué	Filingué
148	948	14811	Filingué	Filingué
148	948	14812	Filingué	Filingué
148	948	14815	Filingué	Filingué
148	948	14816	Filingué	Filingué
148	948	14817	Filingué	Filingué
148	948	14818	Filingué	Filingué
149	677	14901	Filingué	Filingué
149	677	14902	Filingué	Filingué
149	677	14903	Filingué	Filingué
149	677	14904	Filingué	Filingué
149	677	14905	Filingué	Filingué
149	677	14906	Filingué	Filingué
149	677	14908	Filingué	Filingué
149	677	14909	Filingué	Filingué
149	677	14910	Filingué	Filingué
149	677	14911	Filingué	Filingué
149	677	14912	Filingué	Filingué
149	677	14914	Filingué	Filingué
149	677	14915	Filingué	Filingué
149	677	14916	Filingué	Filingué
149	677	14917	Filingué	Filingué
149	677	14918	Filingué	Filingué
150	679	15001	Filingué	Filingué
150	679	15002	Filingué	Filingué
150	679	15003	Filingué	Filingué
150	679	15004	Filingué	Filingué
150	679	15005	Filingué	Filingué
150	679	15007	Filingué	Filingué
150	679	15009	Filingué	Filingué
150	679	15010	Filingué	Filingué
150	679	15011	Filingué	Filingué
150	679	15013	Filingué	Filingué
150	679	15014	Filingué	Filingué
150	679	15015	Filingué	Filingué
150	679	15016	Filingué	Filingué
150	679	15017	Filingué	Filingué
150	679	15018	Filingué	Filingué
151	776	15101	Ouallam	Ouallam
151	776	15102	Ouallam	Ouallam
151	776	15104	Ouallam	Ouallam
151	776	15105	Ouallam	Ouallam
151	776	15106	Ouallam	Ouallam
151	776	15107	Ouallam	Ouallam
151	776	15109	Ouallam	Ouallam
151	776	15110	Ouallam	Ouallam
151	776	15111	Ouallam	Ouallam
151	776	15112	Ouallam	Ouallam
151	776	15113	Ouallam	Ouallam
151	776	15114	Ouallam	Ouallam
151	776	15115	Ouallam	Ouallam
151	776	15116	Ouallam	Ouallam
151	776	15117	Ouallam	Ouallam
151	776	15118	Ouallam	Ouallam
152	665	15201	Ouallam	Ouallam
152	665	15202	Ouallam	Ouallam
152	665	15206	Ouallam	Ouallam
152	665	15207	Ouallam	Ouallam
152	665	15209	Ouallam	Ouallam
152	665	15210	Ouallam	Ouallam
152	665	15211	Ouallam	Ouallam
152	665	15212	Ouallam	Ouallam
152	665	15213	Ouallam	Ouallam
152	665	15214	Ouallam	Ouallam
152	665	15215	Ouallam	Ouallam
152	665	15216	Ouallam	Ouallam
152	665	15217	Ouallam	Ouallam
152	665	15218	Ouallam	Ouallam
153	518	15301	Téra	Téra
153	518	15302	Téra	Téra
153	518	15303	Téra	Téra
153	518	15304	Téra	Téra
153	518	15306	Téra	Téra
153	518	15308	Téra	Téra
153	518	15310	Téra	Téra
153	518	15311	Téra	Téra
153	518	15312	Téra	Téra
153	518	15313	Téra	Téra
153	518	15314	Téra	Téra
153	518	15315	Téra	Téra
153	518	15316	Téra	Téra
153	518	15317	Téra	Téra
153	518	15318	Téra	Téra
154	557	15401	Filingué	Filingué
154	557	15402	Filingué	Filingué
154	557	15403	Filingué	Filingué
154	557	15404	Filingué	Filingué
154	557	15405	Filingué	Filingué
154	557	15406	Filingué	Filingué
154	557	15407	Filingué	Filingué
154	557	15408	Filingué	Filingué
154	557	15413	Filingué	Filingué
154	557	15414	Filingué	Filingué
154	557	15415	Filingué	Filingué
154	557	15416	Filingué	Filingué
154	557	15417	Filingué	Filingué
155	799	15501	Filingué	Filingué
155	799	15502	Filingué	Filingué
155	799	15503	Filingué	Filingué
155	799	15504	Filingué	Filingué
155	799	15505	Filingué	Filingué
155	799	15506	Filingué	Filingué
155	799	15507	Filingué	Filingué
155	799	15508	Filingué	Filingué
155	799	15509	Filingué	Filingué
155	799	15510	Filingué	Filingué
155	799	15511	Filingué	Filingué
155	799	15514	Filingué	Filingué
155	799	15515	Filingué	Filingué
155	799	15516	Filingué	Filingué
155	799	15517	Filingué	Filingué
155	799	15518	Filingué	Filingué
156	826	15601	Filingué	Filingué
156	826	15602	Filingué	Filingué
156	826	15603	Filingué	Filingué
156	826	15604	Filingué	Filingué
156	826	15605	Filingué	Filingué
156	826	15607	Filingué	Filingué
156	826	15608	Filingué	Filingué
156	826	15610	Filingué	Filingué
156	826	15611	Filingué	Filingué
156	826	15612	Filingué	Filingué
156	826	15613	Filingué	Filingué
156	826	15614	Filingué	Filingué
156	826	15615	Filingué	Filingué
156	826	15616	Filingué	Filingué
156	826	15617	Filingué	Filingué
156	826	15618	Filingué	Filingué
157	1216	15701	Filingué	Filingué
157	1216	15702	Filingué	Filingué
157	1216	15703	Filingué	Filingué
157	1216	15704	Filingué	Filingué
157	1216	15705	Filingué	Filingué
157	1216	15706	Filingué	Filingué
157	1216	15707	Filingué	Filingué
157	1216	15708	Filingué	Filingué
157	1216	15709	Filingué	Filingué
157	1216	15710	Filingué	Filingué
157	1216	15711	Filingué	Filingué
157	1216	15712	Filingué	Filingué
157	1216	15713	Filingué	Filingué
157	1216	15714	Filingué	Filingué
157	1216	15715	Filingué	Filingué
157	1216	15716	Filingué	Filingué
157	1216	15717	Filingué	Filingué
158	886	15801	Ouallam	Ouallam
158	886	15802	Ouallam	Ouallam
158	886	15803	Ouallam	Ouallam
158	886	15804	Ouallam	Ouallam
158	886	15805	Ouallam	Ouallam
158	886	15806	Ouallam	Ouallam
158	886	15807	Ouallam	Ouallam
158	886	15808	Ouallam	Ouallam
158	886	15809	Ouallam	Ouallam
158	886	15811	Ouallam	Ouallam
158	886	15812	Ouallam	Ouallam
158	886	15813	Ouallam	Ouallam
158	886	15814	Ouallam	Ouallam
158	886	15815	Ouallam	Ouallam
158	886	15816	Ouallam	Ouallam
158	886	15818	Ouallam	Ouallam
159	246	15902	Ouallam	Ouallam
159	246	15903	Ouallam	Ouallam
159	246	15904	Ouallam	Ouallam
159	246	15905	Ouallam	Ouallam
159	246	15906	Ouallam	Ouallam
159	246	15907	Ouallam	Ouallam
159	246	15908	Ouallam	Ouallam
159	246	15909	Ouallam	Ouallam
159	246	15911	Ouallam	Ouallam
159	246	15912	Ouallam	Ouallam
159	246	15913	Ouallam	Ouallam
159	246	15914	Ouallam	Ouallam
159	246	15917	Ouallam	Ouallam
159	246	15918	Ouallam	Ouallam
160	401	16001	Ouallam	Ouallam
160	401	16002	Ouallam	Ouallam
160	401	16003	Ouallam	Ouallam
160	401	16005	Ouallam	Ouallam
160	401	16006	Ouallam	Ouallam
160	401	16007	Ouallam	Ouallam
160	401	16008	Ouallam	Ouallam
160	401	16009	Ouallam	Ouallam
160	401	16011	Ouallam	Ouallam
160	401	16012	Ouallam	Ouallam
160	401	16014	Ouallam	Ouallam
160	401	16015	Ouallam	Ouallam
160	401	16016	Ouallam	Ouallam
160	401	16017	Ouallam	Ouallam
160	401	16018	Ouallam	Ouallam
173	2884	17301	Mirriah	Mirriah
173	2884	17302	Mirriah	Mirriah
173	2884	17303	Mirriah	Mirriah
173	2884	17304	Mirriah	Mirriah
173	2884	17305	Mirriah	Mirriah
173	2884	17306	Mirriah	Mirriah
173	2884	17307	Mirriah	Mirriah
173	2884	17308	Mirriah	Mirriah
173	2884	17309	Mirriah	Mirriah
173	2884	17310	Mirriah	Mirriah
173	2884	17311	Mirriah	Mirriah
173	2884	17313	Mirriah	Mirriah
173	2884	17314	Mirriah	Mirriah
173	2884	17315	Mirriah	Mirriah
173	2884	17316	Mirriah	Mirriah
173	2884	17317	Mirriah	Mirriah
174	1101	17401	Mirriah	Mirriah
174	1101	17402	Mirriah	Mirriah
174	1101	17403	Mirriah	Mirriah
174	1101	17404	Mirriah	Mirriah
174	1101	17405	Mirriah	Mirriah
174	1101	17406	Mirriah	Mirriah
174	1101	17407	Mirriah	Mirriah
174	1101	17408	Mirriah	Mirriah
174	1101	17409	Mirriah	Mirriah
174	1101	17410	Mirriah	Mirriah
174	1101	17413	Mirriah	Mirriah
174	1101	17414	Mirriah	Mirriah
174	1101	17415	Mirriah	Mirriah
174	1101	17416	Mirriah	Mirriah
174	1101	17418	Mirriah	Mirriah
175	1989	17501	Mirriah	Mirriah
175	1989	17502	Mirriah	Mirriah
175	1989	17503	Mirriah	Mirriah
175	1989	17504	Mirriah	Mirriah
175	1989	17505	Mirriah	Mirriah
175	1989	17507	Mirriah	Mirriah
175	1989	17508	Mirriah	Mirriah
175	1989	17509	Mirriah	Mirriah
175	1989	17510	Mirriah	Mirriah
175	1989	17512	Mirriah	Mirriah
175	1989	17513	Mirriah	Mirriah
175	1989	17514	Mirriah	Mirriah
175	1989	17515	Mirriah	Mirriah
175	1989	17516	Mirriah	Mirriah
175	1989	17517	Mirriah	Mirriah
176	2503	17601	Magaria	Magaria
176	2503	17603	Magaria	Magaria
176	2503	17604	Magaria	Magaria
176	2503	17605	Magaria	Magaria
176	2503	17607	Magaria	Magaria
176	2503	17608	Magaria	Magaria
176	2503	17610	Magaria	Magaria
176	2503	17611	Magaria	Magaria
176	2503	17612	Magaria	Magaria
176	2503	17613	Magaria	Magaria
176	2503	17614	Magaria	Magaria
176	2503	17615	Magaria	Magaria
176	2503	17616	Magaria	Magaria
176	2503	17617	Magaria	Magaria
176	2503	17618	Magaria	Magaria
177	2030	17701	Magaria	Magaria
177	2030	17702	Magaria	Magaria
177	2030	17703	Magaria	Magaria
177	2030	17704	Magaria	Magaria
177	2030	17706	Magaria	Magaria
177	2030	17707	Magaria	Magaria
177	2030	17708	Magaria	Magaria
177	2030	17709	Magaria	Magaria
177	2030	17711	Magaria	Magaria
177	2030	17712	Magaria	Magaria
177	2030	17713	Magaria	Magaria
177	2030	17714	Magaria	Magaria
177	2030	17715	Magaria	Magaria
177	2030	17718	Magaria	Magaria
178	1790	17801	Magaria	Magaria
178	1790	17802	Magaria	Magaria
178	1790	17803	Magaria	Magaria
178	1790	17804	Magaria	Magaria
178	1790	17807	Magaria	Magaria
178	1790	17809	Magaria	Magaria
178	1790	17810	Magaria	Magaria
178	1790	17811	Magaria	Magaria
178	1790	17812	Magaria	Magaria
178	1790	17813	Magaria	Magaria
178	1790	17814	Magaria	Magaria
178	1790	17815	Magaria	Magaria
178	1790	17816	Magaria	Magaria
178	1790	17817	Magaria	Magaria
178	1790	17818	Magaria	Magaria
179	2143	17901	Matameye	Matameye
179	2143	17902	Matameye	Matameye
179	2143	17903	Matameye	Matameye
179	2143	17904	Matameye	Matameye
179	2143	17905	Matameye	Matameye
179	2143	17906	Matameye	Matameye
179	2143	17907	Matameye	Matameye
179	2143	17908	Matameye	Matameye
179	2143	17909	Matameye	Matameye
179	2143	17910	Matameye	Matameye
179	2143	17913	Matameye	Matameye
179	2143	17914	Matameye	Matameye
179	2143	17915	Matameye	Matameye
179	2143	17916	Matameye	Matameye
179	2143	17917	Matameye	Matameye
179	2143	17918	Matameye	Matameye
180	982	18001	Mirriah	Mirriah
180	982	18002	Mirriah	Mirriah
180	982	18003	Mirriah	Mirriah
180	982	18005	Mirriah	Mirriah
180	982	18009	Mirriah	Mirriah
180	982	18011	Mirriah	Mirriah
180	982	18012	Mirriah	Mirriah
180	982	18015	Mirriah	Mirriah
180	982	18016	Mirriah	Mirriah
180	982	18017	Mirriah	Mirriah
180	982	18018	Mirriah	Mirriah
181	1061	18101	Mirriah	Mirriah
181	1061	18103	Mirriah	Mirriah
181	1061	18104	Mirriah	Mirriah
181	1061	18105	Mirriah	Mirriah
181	1061	18106	Mirriah	Mirriah
181	1061	18107	Mirriah	Mirriah
181	1061	18108	Mirriah	Mirriah
181	1061	18110	Mirriah	Mirriah
181	1061	18111	Mirriah	Mirriah
181	1061	18112	Mirriah	Mirriah
181	1061	18113	Mirriah	Mirriah
181	1061	18114	Mirriah	Mirriah
181	1061	18115	Mirriah	Mirriah
181	1061	18116	Mirriah	Mirriah
181	1061	18117	Mirriah	Mirriah
181	1061	18118	Mirriah	Mirriah
182	786	18201	Mirriah	Mirriah
182	786	18202	Mirriah	Mirriah
182	786	18203	Mirriah	Mirriah
182	786	18204	Mirriah	Mirriah
182	786	18205	Mirriah	Mirriah
182	786	18206	Mirriah	Mirriah
182	786	18207	Mirriah	Mirriah
182	786	18208	Mirriah	Mirriah
182	786	18209	Mirriah	Mirriah
182	786	18210	Mirriah	Mirriah
182	786	18211	Mirriah	Mirriah
182	786	18212	Mirriah	Mirriah
182	786	18213	Mirriah	Mirriah
182	786	18214	Mirriah	Mirriah
182	786	18215	Mirriah	Mirriah
182	786	18216	Mirriah	Mirriah
182	786	18217	Mirriah	Mirriah
182	786	18218	Mirriah	Mirriah
183	999	18301	Gouré	Gouré
183	999	18302	Gouré	Gouré
183	999	18304	Gouré	Gouré
183	999	18305	Gouré	Gouré
183	999	18306	Gouré	Gouré
183	999	18307	Gouré	Gouré
183	999	18308	Gouré	Gouré
183	999	18310	Gouré	Gouré
183	999	18311	Gouré	Gouré
183	999	18312	Gouré	Gouré
183	999	18313	Gouré	Gouré
183	999	18314	Gouré	Gouré
183	999	18315	Gouré	Gouré
183	999	18316	Gouré	Gouré
183	999	18317	Gouré	Gouré
183	999	18318	Gouré	Gouré
184	720	18401	Gouré	Gouré
184	720	18402	Gouré	Gouré
184	720	18403	Gouré	Gouré
184	720	18404	Gouré	Gouré
184	720	18405	Gouré	Gouré
184	720	18406	Gouré	Gouré
184	720	18407	Gouré	Gouré
184	720	18408	Gouré	Gouré
184	720	18409	Gouré	Gouré
184	720	18410	Gouré	Gouré
184	720	18411	Gouré	Gouré
184	720	18412	Gouré	Gouré
184	720	18413	Gouré	Gouré
184	720	18414	Gouré	Gouré
184	720	18415	Gouré	Gouré
184	720	18418	Gouré	Gouré
185	905	18501	Tanout	Tanout
185	905	18502	Tanout	Tanout
185	905	18503	Tanout	Tanout
185	905	18505	Tanout	Tanout
185	905	18506	Tanout	Tanout
185	905	18507	Tanout	Tanout
185	905	18508	Tanout	Tanout
185	905	18509	Tanout	Tanout
185	905	18510	Tanout	Tanout
185	905	18511	Tanout	Tanout
185	905	18512	Tanout	Tanout
185	905	18513	Tanout	Tanout
185	905	18515	Tanout	Tanout
185	905	18516	Tanout	Tanout
185	905	18517	Tanout	Tanout
185	905	18518	Tanout	Tanout
186	748	18601	Tanout	Tanout
186	748	18602	Tanout	Tanout
186	748	18604	Tanout	Tanout
186	748	18605	Tanout	Tanout
186	748	18606	Tanout	Tanout
186	748	18608	Tanout	Tanout
186	748	18609	Tanout	Tanout
186	748	18611	Tanout	Tanout
186	748	18612	Tanout	Tanout
186	748	18613	Tanout	Tanout
186	748	18614	Tanout	Tanout
186	748	18615	Tanout	Tanout
186	748	18616	Tanout	Tanout
186	748	18617	Tanout	Tanout
186	748	18618	Tanout	Tanout
187	570	18701	Tanout	Tanout
187	570	18702	Tanout	Tanout
187	570	18703	Tanout	Tanout
187	570	18704	Tanout	Tanout
187	570	18705	Tanout	Tanout
187	570	18706	Tanout	Tanout
187	570	18707	Tanout	Tanout
187	570	18708	Tanout	Tanout
187	570	18709	Tanout	Tanout
187	570	18712	Tanout	Tanout
187	570	18713	Tanout	Tanout
187	570	18714	Tanout	Tanout
187	570	18715	Tanout	Tanout
187	570	18716	Tanout	Tanout
187	570	18717	Tanout	Tanout
187	570	18718	Tanout	Tanout
188	827	18801	Tanout	Tanout
188	827	18802	Tanout	Tanout
188	827	18803	Tanout	Tanout
188	827	18806	Tanout	Tanout
188	827	18807	Tanout	Tanout
188	827	18808	Tanout	Tanout
188	827	18809	Tanout	Tanout
188	827	18810	Tanout	Tanout
188	827	18811	Tanout	Tanout
188	827	18812	Tanout	Tanout
188	827	18813	Tanout	Tanout
188	827	18814	Tanout	Tanout
188	827	18815	Tanout	Tanout
188	827	18816	Tanout	Tanout
188	827	18817	Tanout	Tanout
188	827	18818	Tanout	Tanout
189	656	18901	Tanout	Tanout
189	656	18902	Tanout	Tanout
189	656	18903	Tanout	Tanout
189	656	18904	Tanout	Tanout
189	656	18905	Tanout	Tanout
189	656	18906	Tanout	Tanout
189	656	18909	Tanout	Tanout
189	656	18910	Tanout	Tanout
189	656	18911	Tanout	Tanout
189	656	18912	Tanout	Tanout
189	656	18913	Tanout	Tanout
189	656	18914	Tanout	Tanout
189	656	18915	Tanout	Tanout
189	656	18916	Tanout	Tanout
189	656	18917	Tanout	Tanout
189	656	18918	Tanout	Tanout
190	408	19001	Gouré	Gouré
190	408	19002	Gouré	Gouré
190	408	19006	Gouré	Gouré
190	408	19007	Gouré	Gouré
190	408	19008	Gouré	Gouré
190	408	19009	Gouré	Gouré
190	408	19010	Gouré	Gouré
190	408	19011	Gouré	Gouré
190	408	19012	Gouré	Gouré
190	408	19014	Gouré	Gouré
190	408	19016	Gouré	Gouré
190	408	19017	Gouré	Gouré
190	408	19018	Gouré	Gouré
191	185	19101	Gouré	Gouré
191	185	19102	Gouré	Gouré
191	185	19103	Gouré	Gouré
191	185	19104	Gouré	Gouré
191	185	19105	Gouré	Gouré
191	185	19106	Gouré	Gouré
191	185	19107	Gouré	Gouré
191	185	19108	Gouré	Gouré
191	185	19109	Gouré	Gouré
191	185	19110	Gouré	Gouré
191	185	19111	Gouré	Gouré
191	185	19112	Gouré	Gouré
191	185	19113	Gouré	Gouré
191	185	19114	Gouré	Gouré
191	185	19115	Gouré	Gouré
191	185	19116	Gouré	Gouré
191	185	19117	Gouré	Gouré
191	185	19118	Gouré	Gouré
192	93	19201	Tanout	Tanout
192	93	19202	Tanout	Tanout
192	93	19203	Tanout	Tanout
192	93	19204	Tanout	Tanout
192	93	19205	Tanout	Tanout
192	93	19206	Tanout	Tanout
192	93	19207	Tanout	Tanout
192	93	19208	Tanout	Tanout
192	93	19209	Tanout	Tanout
192	93	19210	Tanout	Tanout
192	93	19211	Tanout	Tanout
192	93	19213	Tanout	Tanout
192	93	19214	Tanout	Tanout
192	93	19215	Tanout	Tanout
192	93	19216	Tanout	Tanout
192	93	19217	Tanout	Tanout
192	93	19218	Tanout	Tanout
